,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
1083,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,"Brampton, ON L6V"
1084,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1085,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
1086,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1087,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,"North York, ON M3C 1V4"
1088,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
1089,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
1090,Nissan,Altima,2018,"$19,980",Grey,2.5 Sedan,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"159,488",https://www.carproof.com/order?ref=kijiji&vin=1N4AL3AP4JC106742,na
1091,Audi,Other,2019,"$79,900",Black,PRESTIGE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"70,507",na,"6435 Dixie Rd Unit 5, , ON, Mississauga, ON, L5T 1X4"
1092,Mercedes-AMG,G-Class,2013,"$77,995",Grey,G63 AMG|AWD|V8BITURBO|NAV|HARMANKARDON|CARBON|+++,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"143,509",na,na
1093,Hyundai,Santa Fe,2014,"$18,499",Other,Sport 2.4 AWD CERTIFIED AWD LUXURY,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"95,000",https://www.carproof.com/order?ref=kijiji&vin=5XYZUDLB9EG148925,na
1094,Ford,Transit,2017,"$41,888",White,T-250 148WB Mid Roof - 3.7L V6 - Cruise/Backup Cam,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"164,000",na,na
1095,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,na
1096,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1097,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,"301 Weston Road, Toronto, ON, M6N 3P1"
1098,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1099,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1100,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1101,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
1102,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1103,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1104,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
1105,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1106,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1107,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1108,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
1109,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1110,Chevrolet,Silverado 1500,2014,"$21,888",Black,na,Used,Pickup Truck,4 x 4,Automatic,Other,"208,124",na,na
1111,Ford,GT,2013,"$39,999",Blue,GT,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"68,388",https://www.carproof.com/order?ref=kijiji&vin=1ZVBP8CF0D5222465,na
1112,Toyota,RAV4,2017,"$27,480",Black,AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"52,605",https://www.carproof.com/order?ref=kijiji&vin=2T3BFREV1HW592760,na
1113,Toyota,Camry,2018,"$28,450",Black,XSE | HUD | Leather | Sunroof | ACC | LaneKeep,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"119,000",na,na
1114,Ford,Fusion,2016,"$13,990",Black,4dr Sdn SE AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"175,000",na,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1115,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,"825 Kipling Avenue, Toronto, ON, M8Z 5G8"
1116,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,na
1117,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,na
1118,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1119,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,na
1120,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1121,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1122,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1123,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,"Etobicoke, ON M9W"
1124,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1125,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1126,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1127,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1128,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
1129,Nissan,Other,2021,"$29,399",White,SR,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"14,265",na,na
1130,Honda,Civic,2018,"$25,500",Red,EX-T SUNROOF CAMERA A/CARPLAY B/SPOT L/ASSISST,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"98,362",https://www.carproof.com/order?ref=kijiji&vin=2HGFC1F4XJH107136,na
1131,Other,Other,2023,na,na,na,Used,Pickup Truck,na,na,na,"100,000",na,na
1132,Ford,Fusion,2016,"$13,990",Black,4dr Sdn SE AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"175,000",na,na
1133,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,"825 Kipling Avenue, Toronto, ON, M8Z 5G8"
1134,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1135,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,"301 Weston Road, Toronto, ON, M6N 3P1"
1136,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1137,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,na
1138,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,"3219 Dufferin Street, North York, ON"
1139,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1140,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1141,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,"Etobicoke, ON M9W"
1142,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1143,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1144,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1145,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1146,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
1147,Ram,1500 Classic,2019,"$25,999.99",White,ST,Used,Pickup Truck,4 x 4,Automatic,Other,"61,000",https://www.carproof.com/order?ref=kijiji&vin=1C6RR7FG8KS666192,na
1148,Jeep,Wrangler,2021,"$53,848",Black,Sahara,Used,Other,Other,Automatic,Other,"60,898",na,"212 Lakeshore Road West, Mississauga, ON, L5H 1G6"
1149,Ford,Transit Passenger,2022,"$83,000",White,XL,Used,"Minivan, Van",All-wheel drive (AWD),Automatic,Gasoline,"21,036",na,na
1150,Ram,3500,2017,"$59,979",White,LARAMIE LONGHORN 3500!!! CUMMINS DIESEL!!! FULLY LOADED DUALLY!!!,Used,Pickup Truck,4 x 4,Automatic,Diesel,"167,622",https://www.carproof.com/order?ref=kijiji&vin=3C63RRKL5HG560674,"5455 Steeles Avenue West, North York, ON, M9L 1S7"
1151,Dodge,Caravan,2011,"$6,000",na,na,Used,"Minivan, Van",na,na,na,"195,000",na,na
1152,Ford,Fusion,2016,"$13,990",Black,4dr Sdn SE AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"175,000",na,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1153,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,na
1154,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,na
1155,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,na
1156,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,"Toronto, ON, M6A, CA"
1157,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1158,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,"3219 Dufferin Street, North York, ON"
1159,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1160,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1161,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1162,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,"85B Kincort Street, Toronto, ON, M6M 3E4"
1163,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1164,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,"Brampton, ON L6V"
1165,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1166,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,"Toronto, ON M9P1A8"
1167,Toyota,Highlander,2018,"$42,888",White,Limited,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"49,579",na,"7080 Dufferin Street, Vaughan, ON, L4K 0A1"
1168,Mercedes-Benz,C-Class,2015,"$25,480",Grey,4dr Sdn C300 4MATIC,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"104,187",https://www.carproof.com/order?ref=kijiji&vin=55SWF4KBXFU017234,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1169,Jeep,Grand Cherokee,2020,"$49,498",White,Summit,Used,"SUV, Crossover",4 x 4,Automatic,Other,"35,093",na,"321 Front St E, Toronto, ON, M5A 1G3"
1170,Maserati,Levante,2018,"$65,000",Blue,S GranSport | 430 Horsepower | 21inch Wheels,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"51,011",na,"11 Sunlight Park Road, Toronto, ON, M4M 1B5"
1171,Dodge,Caravan,2011,"$6,000",na,na,Used,"Minivan, Van",na,na,na,"195,000",na,"115 Haynes Ave, Toronto, M3J 0L1"
1172,Ford,Fusion,2016,"$13,990",Black,4dr Sdn SE AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"175,000",na,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1173,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,na
1174,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,na
1175,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,na
1176,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,na
1177,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1178,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,na
1179,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,"3219 Dufferin Street, North York, ON"
1180,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1181,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,na
1182,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
1183,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
1184,Honda,Civic,2007,"$2,700",Black,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"365,000",na,na
1185,Kia,Optima,2015,"$11,950",Red,LX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"168,696",https://www.carproof.com/order?ref=kijiji&vin=KNAGM4A78F5618110,na
1186,Mercedes-Benz,C-Class,2013,"$8,950",Black,na,Used,Sedan,na,Automatic,na,"260,000",na,na
1187,Tesla,Model 3,2018,"$44,995",White,LONG RANGE|DUALMOTOR|AWD|NAV|AUTOPILOT|WOOD|+++,Used,Sedan,All-wheel drive (AWD),Automatic,Electric,"86,229",na,na
1188,Kia,Sportage,2020,"$30,517",White,SX,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"84,459",na,na
1189,Hyundai,Tucson,2022,"$49,987",Blue,Luxury AWD|BOSE|CREAMLEATHER|PANOROOF|BACKUPCAM|++,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,"27,612",na,na
1190,Cadillac,XT5,2018,"$31,995",Black,Luxury AWD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"88,123",https://www.carproof.com/order?ref=kijiji&vin=1GYKNDRS3JZ126432,"2201 Markham Road, Scarborough, ON, M1B 2W3"
1191,Toyota,RAV4,2016,"$21,800",Grey,AWD 4dr LE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"134,988",https://www.carproof.com/order?ref=kijiji&vin=2T3BFREV5GW416163,na
1192,Mercedes-Benz,GLE,2016,"$29,998",Grey,NAVI | CAM | PANO | BSM |,Used,"SUV, Crossover",4 x 4,Automatic,Diesel,"139,509",https://www.carproof.com/order?ref=kijiji&vin=4JGDA2EB8GA651199,"1882 Lawrence Avenue East, Scarborough, ON, M1R 2Y5"
1193,BMW,4-Series,2015,"$26,998",Black,CONVERTIBLE | M SPORTS PKG | NAVI | CAM |,Used,Convertible,All-wheel drive (AWD),Automatic,Gasoline,"174,532",https://www.carproof.com/order?ref=kijiji&vin=WBA3T7C58FPW79436,"1882 Lawrence Avenue East, Scarborough, ON, M1R 2Y5"
1194,Chevrolet,Tahoe,2015,"$24,888",Black,LS | AWD | 7 PASS | BLUETOOTH,Used,"SUV, Crossover",4 x 4,Automatic,Other,"224,425",https://www.carproof.com/order?ref=kijiji&vin=1GNSKAKC5FR255061,na
1195,Dodge,Caravan,2011,"$6,000",na,na,Used,"Minivan, Van",na,na,na,"195,000",na,"115 Haynes Ave, Toronto, M3J 0L1"
1196,Ford,Fusion,2016,"$13,990",Black,4dr Sdn SE AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"175,000",na,"3569 St. Clair Ave. E, Scarborough, ON, M1K 1L8"
1197,Mazda,CX-5,2019,"$31,900",Black,"GT AWD, NAV, LEATHER SEATS, SUNROOF, NO ACCIDENT",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"71,000",na,"Unit 14B-4610 Dufferin Street, North York,, ON, M3H 5S4"
1198,Ford,Edge,2011,"$10,999",White,AWD - LIMITED- LOADED-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"180,000",https://www.carproof.com/order?ref=kijiji&vin=2fmdk3kc1bbb08869,na
1199,Nissan,Sentra,2019,"$17,895",Red,S CVT,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"122,945",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP2KY286481,na
1200,Subaru,WRX,2018,"$23,980",Black,IMPREZA WRX-SPORT-BACK UP CAMERA-BLUETOOTH,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"148,000",https://www.carproof.com/order?ref=kijiji&vin=JF1VA1A64J9813209,na
1201,Ford,Edge,2011,"$6,500",Black,SEL,Used,"SUV, Crossover",na,Automatic,Gasoline,"270,000",na,"Toronto, ON, M6A, CA"
1202,Kia,Forte,2020,"$22,495",Silver,FE 6M,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"23,302",https://www.carproof.com/order?ref=kijiji&vin=3KPF24AD1LE208381,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1203,GMC,Other,2017,"$42,900",White,na,Used,Other,Rear-wheel drive (RWD),Automatic,Other,"132,500",https://www.carproof.com/order?ref=kijiji&vin=7GZ37TCG6HN006177,"3219 Dufferin Street, North York, ON"
1204,Ram,1500,2018,"$36,900",White,na,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"112,250",https://www.carproof.com/order?ref=kijiji&vin=3C6TRVAG6JE117027,na
1205,Ford,Focus,2016,"$11,450",White,Other,Used,Other,Other,Automatic,Other,"212,523",https://www.carproof.com/order?ref=kijiji&vin=1FADP1K28GL317441,na
1206,Honda,CR-V,2008,"$4,350",Blue,Ex,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"276,000",na,"Etobicoke, ON M9W"
1207,Chevrolet,Cruze,2012,"$8,499",White,*** 3 YEAR WARRANTY INCLUDED ***,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,869",https://www.carproof.com/order?ref=kijiji&vin=1G1PF5SC5C7120902,na
1208,Mercedes-Benz,GLA,2016,"$24,495",Red,GLA250 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"72,707",https://www.carproof.com/order?ref=kijiji&vin=WDCTG4GB7GJ209001,na
